customerid,lastname,firstname,areacode,area,birthday,age,sex,totalprice,lastorderdate
I1810855,チヲメ,ノヲタ,21,岐阜県,1958/1/4,63,2,46400,2020/1/26
D1810945,ミテニフ,テナメ,21,岐阜県,2004/11/4,16,1,31687,2020/7/14
Q1811017,ヘヒンン,オヌ,17,石川県,2001/12/2,19,2,19000,2019/9/24
W1811154,ヨヲ,ナカフ,9,栃木県,1965/8/14,56,1,33919,2021/10/20
X1811217,ヘシウシ,フヒ,44,大分県,1952/7/28,69,2,18100,2021/6/26
T1811344,ヤナモセ,タセソネ,16,富山県,1964/7/12,57,2,27800,2021/1/7
V1811447,ヲヲ,サソ,47,沖縄県,1933/1/30,88,1,80100,2021/4/20
L1811594,ホユメコ,ンネエ,28,兵庫県,1969/3/21,52,2,9105,2021/7/21
E1811672,キキセマ,メヲ,18,福井県,1934/5/13,87,1,46200,2021/3/22
J1811714,ネイ,タスウ,18,福井県,1978/10/28,43,1,69700,2021/7/17
A1811886,タヲホ,マツ,41,佐賀県,1943/2/21,78,1,44300,2021/9/22
W1811952,ソタヌワ,ヒソ,13,東京都,1962/9/19,59,1,25600,2021/9/21
D1812045,ホンム,ワウフク,47,沖縄県,1957/11/25,63,1,45100,2021/4/19
B1812123,メメニ,スヒユ,46,鹿児島県,1973/10/1,48,2,19585,2020/5/24
Z1812240,ホツ,ホタ,35,山口県,1940/9/20,81,2,43683,2021/6/15
A1812348,ケム,ミトクシ,22,静岡県,1950/6/7,71,2,22400,2020/6/17
A1812418,メネアウ,ハキワ,26,京都府,1956/11/12,64,1,66900,2020/11/25
O1812553,フナ,カサソソ,23,愛知県,1986/12/16,34,2,40700,2020/8/10
L1812637,クミ,ナチナ,38,愛媛県,1965/9/28,56,2,98555,2021/6/23
B1812714,ンヒ,ニメ,25,滋賀県,1982/4/24,39,2,112227,2021/6/27
P1812879,ムミモン,モナモ,36,徳島県,1931/8/10,90,1,37215,2021/6/11
M1812950,カムキユ,イニイメ,26,京都府,1922/11/11,98,1,21200,2019/7/24
H1813095,クヌモチ,カヘマヤ,43,熊本県,1992/9/22,29,2,84455,2021/10/2
Z1813157,ニニク,オタナヨ,4,宮城県,1975/7/20,46,1,72300,2021/8/3
E1813285,モヨヨ,ヨンツ,26,京都府,1962/2/14,59,1,56596,2020/6/24
E1813321,ナウヤ,ハヤソ,36,徳島県,1962/11/11,58,1,36422,2021/3/3
R1813437,サヲ,ネケ,46,鹿児島県,1973/12/19,47,1,22760,2020/2/10
O1813523,ミコ,シミ,20,長野県,2004/10/8,17,1,84100,2021/5/31
Z1813617,アカ,マケネ,36,徳島県,1973/4/16,48,2,70300,2021/10/27
K1813749,テヌヤテ,トホユメ,41,佐賀県,1997/11/13,23,1,80000,2021/5/16
H1813894,ユサユク,ヲキトモ,33,岡山県,1961/9/13,60,1,10166,2021/1/13
M1813925,ワム,ワメ,33,岡山県,1930/11/27,90,2,43300,2021/1/17
A1814086,クケ,ニキ,30,和歌山県,1968/12/27,52,2,82902,2021/10/18
I1814174,セソ,ニマカ,23,愛知県,1935/5/25,86,1,76800,2021/5/30
I1814238,シイヒメ,ユカ,40,福岡県,1969/9/9,52,2,21882,2021/9/20
A1814346,ヤクキサ,キマトク,4,宮城県,1923/11/21,97,1,79131,2021/7/18
N1814480,ノカメ,コサ,12,千葉県,1990/9/8,31,2,17500,2019/11/2
L1814560,マトメウ,メテマツ,6,山形県,1957/6/21,64,1,32300,2020/12/11
A1814657,チヨヒン,モヌ,39,高知県,1994/8/11,27,1,29629,2021/10/8
U1814795,マモ,マユキミ,5,秋田県,1963/8/25,58,1,114221,2021/5/29
E1814818,モチユ,ケヌ,21,岐阜県,1959/8/15,62,2,52700,2021/9/22
W1814999,ノヒ,ネハ,42,長崎県,2001/5/22,20,1,60700,2020/8/19
F1815071,ナチ,コテツシ,28,兵庫県,1963/8/2,58,2,28820,2020/11/11
H1815172,セムイヌ,ワマヘ,7,福島県,2002/10/3,19,2,42200,2020/1/18
M1815265,ヨアセ,セソワム,43,熊本県,1984/1/29,37,1,50900,2021/4/13
R1815371,ヲタツ,タク,38,愛媛県,1967/6/19,54,1,24283,2021/4/2
B1815410,ユケム,セヨス,12,千葉県,1952/2/2,69,1,32900,2021/5/7
T1815516,スシ,ワシユテ,44,大分県,1931/7/23,90,2,67900,2021/10/12
E1815622,オテ,カムヘア,34,広島県,1977/8/11,44,1,75947,2021/4/29
L1815795,モヒヘノ,ツエチタ,47,沖縄県,1984/8/5,37,2,38845,2021/9/15
K1815835,アワ,カクヨ,21,岐阜県,1929/8/17,92,2,7900,2020/6/23
H1815985,ヌヘヨキ,ヌワテ,16,富山県,1998/10/8,23,1,31906,2021/1/9
K1816046,ワシ,クヘホサ,27,大阪府,1945/2/25,76,2,30600,2021/3/8
M1816173,ヘヲメ,スナ,5,秋田県,2004/5/20,17,2,38257,2021/7/6
Y1816260,ツヤヨヲ,ヨクコヨ,8,茨城県,1939/8/24,82,1,115500,2021/9/7
B1816351,ネツネネ,モソキノ,12,千葉県,1977/8/23,44,1,11000,2020/7/4
X1816422,ノホオツ,コサノ,45,宮崎県,1946/2/15,75,1,9500,2020/11/28
K1816540,ミネ,コノサワ,6,山形県,1968/7/18,53,2,2908,2021/10/16
A1816664,フシマ,ワマタヤ,29,奈良県,2006/10/1,15,1,13607,2020/1/26
F1816765,セヲセス,サタ,35,山口県,1975/8/12,46,2,28900,2020/10/6
K1816840,ミヨイ,ホヘナヌ,2,青森県,1962/5/27,59,2,21869,2020/5/12
L1816918,オナ,ソワタヌ,9,栃木県,1926/2/26,95,1,66283,2021/9/26
Y1817012,コケネ,ワトイミ,41,佐賀県,1970/7/7,51,1,57876,2021/8/29
H1817110,ヌオ,ヨキテ,10,群馬県,1970/4/22,51,2,44500,2021/9/5
E1817236,ヘトホ,ホコア,30,和歌山県,1934/6/6,87,1,39300,2021/2/1
O1817354,ナオサカ,ハヘテ,36,徳島県,1990/4/29,31,2,26701,2021/5/12
W1817414,コクニタ,フヒ,26,京都府,1991/1/2,30,1,28400,2021/2/25
M1817584,ムニ,ヘス,31,鳥取県,1949/5/14,72,2,90080,2021/9/8
H1817688,モコハク,カセモヨ,21,岐阜県,1975/9/8,46,1,40500,2020/9/14
Y1817787,テサト,ノス,40,福岡県,1971/3/11,50,1,39571,2021/4/9
T1817892,ンタ,クチ,27,大阪府,1933/11/16,87,2,21700,2021/9/30
C1817948,ヲク,キエヒキ,26,京都府,2004/5/21,17,2,25900,2019/8/29
N1818068,ヲエヌカ,セホニ,29,奈良県,1989/6/22,32,1,30800,2021/5/23
N1818155,サマ,トム,2,青森県,1923/1/29,98,2,52700,2020/10/16
W1818252,ソコ,ソフヤサ,43,熊本県,1981/2/11,40,2,37300,2020/3/3
I1818345,ネシワイ,ウヒヌタ,16,富山県,1998/10/23,23,1,51200,2021/9/19
F1818416,ケヒケ,ユフホ,14,神奈川県,1929/1/25,92,1,86000,2021/10/13
M1818551,ハソチ,ケヒ,45,宮崎県,1984/6/30,37,2,38440,2021/6/1
G1818694,ウユト,ユヌケ,46,鹿児島県,1938/7/30,83,2,28100,2021/9/28
K1818774,ネフヨ,コン,41,佐賀県,1979/8/13,42,1,22900,2020/2/20
B1818876,エウハメ,ネセヲ,4,宮城県,1974/12/18,46,2,125400,2021/7/26
N1818988,シエウ,エネネ,22,静岡県,1939/3/26,82,2,49700,2021/6/1
J1819060,ヨスミ,ハメノハ,47,沖縄県,1921/11/28,99,1,65800,2021/1/2
J1819193,チケヲウ,ヌマ,37,香川県,1945/11/22,75,1,27800,2019/7/24
I1819229,ワキヨ,サヤウヌ,47,沖縄県,1924/11/17,96,2,33122,2021/5/10
F1819340,ニセニキ,シヒカ,6,山形県,1928/12/25,92,2,24849,2021/4/13
K1819422,テシヘ,ムニ,21,岐阜県,1954/11/12,66,2,14200,2020/5/23
X1819592,エヨ,ヨミヨカ,10,群馬県,1961/10/10,60,1,48557,2021/10/6
I1819611,ホイ,フタ,40,福岡県,1934/5/22,87,2,96900,2021/1/14
U1819775,チナセワ,クノ,40,福岡県,1922/9/30,99,2,78500,2020/4/22
W1819888,タヨ,ワツ,22,静岡県,1994/12/6,26,1,81866,2021/9/1
W1819990,スン,スサ,28,兵庫県,1923/8/14,98,1,22900,2021/4/18
P1820079,コタユタ,ユサナシ,17,石川県,1984/8/9,37,2,60700,2020/11/22
Q1820169,コンキホ,ユシ,19,山梨県,1999/1/28,22,2,6100,2020/2/22
H1820218,カカ,ヲケ,1,北海道,1944/4/25,77,1,18700,2021/3/1
E1820356,ヒスハセ,テワネ,22,静岡県,2000/4/26,21,1,112193,2021/9/22
S1820485,フタナ,カホムサ,31,鳥取県,1973/7/11,48,1,35600,2021/10/31
R1820593,ンア,ノフソネ,28,兵庫県,1984/10/13,37,1,4700,2021/4/11
T1820662,ヘテ,ホネサ,42,長崎県,1963/9/11,58,2,70400,2021/11/2
H1820737,ヌオネニ,アノ,43,熊本県,1971/9/26,50,1,59000,2020/12/30
M1820897,ワホエハ,フムタ,29,奈良県,1978/8/21,43,2,38900,2020/2/13
D1820948,タヨヌ,サヒハニ,37,香川県,1973/1/27,48,1,62700,2021/1/27
M1821069,チイ,ネアン,24,三重県,1945/4/18,76,2,42747,2020/3/17
E1821193,セサウア,ウホチカ,35,山口県,1963/4/16,58,2,23900,2020/6/25
Q1821291,アソ,ツタヨソ,10,群馬県,1984/7/21,37,1,43384,2020/6/22
M1821355,ハク,ソマミソ,18,福井県,1940/11/27,80,2,90000,2020/11/12
T1821433,スシ,ムト,30,和歌山県,1971/6/2,50,1,86830,2020/10/23
R1821586,タテツネ,ヤヘンケ,2,青森県,1935/12/20,85,2,80700,2021/4/13
P1821619,セオ,ネコヨチ,25,滋賀県,1986/1/15,35,2,27100,2021/10/20
R1821735,ソソウコ,カハヨ,19,山梨県,1951/10/23,70,2,45000,2021/3/4
Q1821896,ヲマユ,ハトセ,45,宮崎県,1974/4/3,47,2,679,2021/9/5
A1821914,スナニ,テミトソ,8,茨城県,1952/4/26,69,1,30500,2021/7/25
L1822093,コスソ,ナク,4,宮城県,1946/12/23,74,1,80200,2021/6/5
O1822188,ナメ,セハヤ,16,富山県,1950/6/19,71,1,76994,2021/4/7
U1822286,ヤンヨ,ンケスフ,23,愛知県,1951/7/9,70,1,45700,2020/6/21
S1822366,ケケフ,セオス,38,愛媛県,1923/1/21,98,1,74558,2021/4/3
U1822446,ムケ,メワスエ,12,千葉県,2001/4/1,20,2,32200,2020/9/10
J1822597,ヒシシ,ンノ,2,青森県,1983/11/17,37,1,11400,2020/10/27
A1822661,テモヨ,ンユソ,45,宮崎県,1940/6/8,81,1,50300,2021/7/27
P1822737,ホナミ,ヌストメ,36,徳島県,1960/3/19,61,2,34900,2020/7/24
R1822833,ウアヘヨ,コト,15,新潟県,1972/4/21,49,1,35606,2021/6/8
A1822962,ハカ,セムム,10,群馬県,1937/2/23,84,2,38000,2020/9/23
C1823048,マヨ,フヤタ,6,山形県,1974/11/7,46,2,79100,2021/6/22
Q1823193,コカウ,ヒテワヒ,11,埼玉県,1926/4/23,95,1,18381,2021/6/8
M1823279,ニカ,ヒフタ,18,福井県,1933/11/10,87,2,55814,2021/9/23
Y1823383,ネテツホ,ンノ,12,千葉県,1945/12/7,75,2,94500,2021/9/9
A1823454,ヒフ,ヒホテ,5,秋田県,1952/11/29,68,2,24989,2021/3/2
P1823572,タコテ,ヨエホメ,13,東京都,1967/5/30,54,1,28373,2020/11/9
E1823619,ハサツユ,イモエ,28,兵庫県,1999/12/6,21,1,32595,2020/4/13
Y1823731,ツンニ,ンタ,28,兵庫県,1924/2/20,97,2,111100,2021/7/20
D1823857,ヌツ,ケミ,25,滋賀県,1944/12/29,76,1,65200,2021/7/1
P1823980,オケ,ニカ,13,東京都,1964/4/21,57,1,29700,2020/12/8
V1824046,オハナネ,ノメ,2,青森県,1950/1/5,71,1,23300,2020/3/7
L1824188,トコサ,ヘモコ,1,北海道,1953/1/6,68,1,49894,2020/2/16
F1824243,ヨサ,ソヘフク,39,高知県,1963/2/3,58,2,56900,2021/3/12
W1824383,ヌミネ,ナテネフ,20,長野県,1941/1/21,80,1,53800,2021/9/8
V1824472,ヨタタア,キイヌタ,14,神奈川県,1969/3/9,52,1,57700,2021/8/27
X1824536,トシ,テソ,6,山形県,1983/8/31,38,1,12100,2019/11/23
G1824634,ンアフタ,ステフサ,11,埼玉県,1975/4/16,46,1,22985,2021/2/1
R1824753,オエ,ネワワ,39,高知県,1958/6/6,63,2,38400,2020/8/30
M1824821,ワクヲ,ノヲ,43,熊本県,1925/9/2,96,1,28100,2020/9/19
L1824980,セメトミ,イウイ,26,京都府,1954/4/13,67,2,2208,2021/3/3
Q1825075,ケヨ,フサ,21,岐阜県,1936/5/26,85,1,74500,2020/7/20
K1825198,トカ,ヌン,30,和歌山県,1983/8/13,38,1,43900,2020/3/26
I1825290,タタソ,ヘツヒン,45,宮崎県,1928/4/1,93,2,55700,2021/8/15
C1825354,ハハ,セクキ,9,栃木県,1989/8/22,32,1,43900,2021/9/19
A1825437,ヌイ,シン,11,埼玉県,1941/7/26,80,1,30100,2020/12/21
V1825599,ヌメネム,ネテソ,33,岡山県,1972/3/12,49,1,34813,2021/9/24
W1825662,カソキ,アヤ,24,三重県,1991/1/6,30,2,38635,2020/9/8
B1825710,ニホソユ,ンアホシ,41,佐賀県,1996/3/2,25,1,71900,2021/1/2
E1825847,サヨ,ニコ,16,富山県,1927/4/16,94,2,78800,2021/6/25
O1825919,アヒウ,キサネネ,16,富山県,1983/2/3,38,1,34274,2021/8/24
H1826073,ミハヨヘ,イサ,35,山口県,1979/3/12,42,1,44900,2021/1/7
O1826147,ワミ,テタ,17,石川県,1941/9/14,80,1,51878,2021/9/12
A1826215,ヤナニ,タク,29,奈良県,1945/3/1,76,1,27000,2020/9/30
F1826335,ヤミツ,フネ,9,栃木県,1943/10/18,78,1,37716,2021/8/24
P1826493,ヤツサク,ツオネセ,44,大分県,1963/5/3,58,2,39400,2020/7/1
O1826532,ノサナ,ヌニンチ,44,大分県,1979/8/1,42,2,78700,2021/10/15
G1826638,ニハメ,ヲキ,24,三重県,2001/1/9,20,1,74179,2021/3/5
M1826712,ワケノテ,センノ,2,青森県,1935/3/16,86,2,1985,2021/8/19
Q1826882,マシミ,クシノ,39,高知県,1923/2/10,98,1,27400,2021/8/10
N1826953,サマ,チヲアン,46,鹿児島県,1995/5/15,26,2,9640,2020/9/17
R1827012,ウイ,チン,12,千葉県,1923/9/7,98,1,48700,2021/1/9
K1827153,イユ,ヨモ,19,山梨県,1975/2/8,46,2,15700,2020/12/21
G1827264,ヲイウ,スヨ,11,埼玉県,1957/12/28,63,2,29784,2020/11/22
W1827347,ヘスナト,メノ,43,熊本県,1935/9/26,86,2,55000,2019/9/17
T1827476,ムヘノ,ミヲテヤ,17,石川県,1984/10/21,37,2,54400,2020/3/2
G1827565,ンマ,ワエ,32,島根県,1975/4/25,46,2,11965,2021/2/25
K1827659,ンミ,エオ,3,岩手県,1971/11/21,49,2,35375,2021/1/28
E1827782,タムシ,フヲチ,26,京都府,1967/5/12,54,1,50329,2019/12/25
U1827886,ヘワ,ナスマイ,26,京都府,1939/4/11,82,2,31500,2021/7/4
G1827959,ワフエヘ,アアイヌ,43,熊本県,2001/3/24,20,2,46400,2019/11/18
V1828012,チナ,カワミ,28,兵庫県,1998/8/14,23,1,13771,2021/6/1
O1828135,エフ,アソ,23,愛知県,1951/8/20,70,1,18160,2020/8/2
H1828266,ヲンニン,コキケ,11,埼玉県,1974/1/5,47,2,28536,2021/1/17
Q1828398,ワトワ,エタキ,2,青森県,1989/5/2,32,2,2500,2021/8/18
L1828419,シヨヒ,ノテ,3,岩手県,1965/12/11,55,2,76800,2021/7/27
T1828586,ウハネト,ホテエヲ,2,青森県,1956/10/4,65,2,42700,2021/5/25
E1828673,シフク,ハス,15,新潟県,1986/6/6,35,2,45600,2021/3/8
T1828729,ワメシメ,ミナンハ,34,広島県,1960/12/15,60,1,27900,2021/8/30
P1828822,キヲコタ,ヒチ,41,佐賀県,1945/3/11,76,1,52900,2021/7/5
X1828923,クモハソ,ヌソチメ,38,愛媛県,1962/6/30,59,2,10650,2020/8/8
J1829029,アヨカ,ムケシタ,4,宮城県,1985/11/8,35,2,60400,2021/8/19
N1829149,テメチ,ンヤサ,2,青森県,1987/6/28,34,2,79800,2021/10/2
K1829253,ツタヲ,イミ,14,神奈川県,1983/5/25,38,1,21474,2021/5/12
C1829359,ウヨチマ,ヒミケ,44,大分県,1922/4/1,99,1,61100,2021/1/15
L1829491,スヲ,クネヒ,41,佐賀県,1991/12/2,29,2,24400,2020/9/19
T1829530,ユサヒ,ヲオヒ,24,三重県,1998/1/29,23,2,125800,2021/6/14
P1829665,ユニ,マモ,38,愛媛県,1958/6/4,63,2,52000,2021/4/7
W1829759,ノワ,キネ,40,福岡県,1928/8/27,93,1,71981,2020/2/26
M1829850,ニエノ,サニモヘ,3,岩手県,1923/3/2,98,1,31519,2021/2/23
Y1829959,フセ,キユ,18,福井県,1967/9/23,54,1,17831,2020/6/10
K1830016,トネチイ,ムモツ,11,埼玉県,1999/3/20,22,2,28877,2020/6/19
P1830124,チン,メフヘア,21,岐阜県,1994/9/4,27,2,56131,2021/11/1
R1830286,トミ,コミナク,25,滋賀県,1972/4/17,49,2,35900,2020/1/10
Q1830389,マキオソ,シマキ,43,熊本県,1992/12/20,28,1,47500,2020/10/16
X1830452,シン,ソキハ,21,岐阜県,1985/3/6,36,2,75300,2021/10/14
Y1830535,ヤネ,マア,46,鹿児島県,1943/3/13,78,2,33800,2021/4/8
T1830644,ヨノツ,ヤユ,38,愛媛県,1991/6/18,30,2,34500,2020/12/14
K1830799,ウヒニテ,ユア,13,東京都,1954/5/18,67,2,18049,2019/7/23
E1830899,ソヌ,ヒサアヌ,11,埼玉県,1928/7/28,93,1,85500,2021/8/18
V1830925,ヨナヨ,イヌイソ,46,鹿児島県,1958/12/29,62,2,36700,2021/9/29
Z1831034,ウセ,ホサチメ,25,滋賀県,1945/10/8,76,2,30600,2020/10/15
T1831123,ネミモヘ,ツホキ,38,愛媛県,1943/9/1,78,2,13400,2019/7/17
S1831292,タチウ,ヲヤヲ,26,京都府,1927/12/21,93,1,73000,2020/11/27
C1831355,カモエク,ソワア,7,福島県,1989/9/21,32,2,46017,2021/1/31
W1831445,コテエ,ノフツ,26,京都府,1980/9/6,41,1,18414,2021/7/22
R1831596,スツ,サメナマ,19,山梨県,1946/9/16,75,1,63000,2021/7/27
P1831630,ナユユク,シハイ,29,奈良県,1979/6/6,42,2,38900,2021/3/2
W1831721,ユソフ,ムムマイ,8,茨城県,1964/9/14,57,2,20900,2021/3/26
K1831848,ケン,サイ,42,長崎県,1999/6/5,22,1,31276,2021/6/13
V1831965,ムサヒ,ネヌマ,21,岐阜県,2003/7/11,18,1,55336,2021/10/26
M1832074,ケコ,テハウス,46,鹿児島県,1951/7/25,70,1,53482,2020/9/29
O1832197,ケア,モヒヤヨ,3,岩手県,1995/8/27,26,2,618,2020/2/8
M1832225,モクモン,シエケ,43,熊本県,2004/11/19,16,2,16800,2021/9/10
X1832324,シネ,フケキ,35,山口県,1965/10/13,56,2,71000,2021/5/9
S1832425,ヲセス,ヒウノ,7,福島県,1965/5/4,56,1,11700,2020/7/25
S1832551,ヲメ,トエヌコ,1,北海道,1981/9/28,40,2,38500,2020/4/5
G1832663,キサ,ンツア,41,佐賀県,1959/3/10,62,2,57500,2020/5/7
G1832751,ハツ,ノウ,33,岡山県,1928/7/13,93,1,73270,2020/11/4
E1832867,コヤ,ヲテ,15,新潟県,1981/12/27,39,2,10900,2019/9/11
O1832960,ホヤヒ,チサネ,43,熊本県,1991/10/31,30,2,31400,2021/9/10
A1833062,チタムシ,ネニ,1,北海道,1961/9/1,60,1,42844,2020/10/25
Z1833190,マメヲオ,ナスネ,32,島根県,1979/5/12,42,2,46900,2021/8/2
Y1833221,ワケカヘ,フマスミ,38,愛媛県,1986/3/13,35,2,24056,2021/10/31
I1833375,シヲネ,マワ,41,佐賀県,1935/9/13,86,2,25000,2019/10/16
H1833439,ミク,テノテマ,27,大阪府,1996/9/13,25,1,81300,2021/9/13
K1833532,シヲウ,メコ,31,鳥取県,1948/6/2,73,1,79300,2020/1/26
N1833660,モフシユ,ヲエ,45,宮崎県,1931/4/14,90,2,44300,2020/4/2
J1833799,ムネホハ,メヲノ,30,和歌山県,1964/5/29,57,2,2464,2019/7/28
C1833890,ハヨ,ヘヨ,21,岐阜県,1986/6/2,35,2,39500,2019/10/27
W1833997,クサ,ムサト,39,高知県,1968/12/19,52,1,18600,2019/9/27
O1834083,ヘハトヲ,ノモ,5,秋田県,1974/10/7,47,2,71751,2021/10/25
G1834192,マヌサケ,オヤコ,9,栃木県,1930/1/25,91,2,36567,2021/7/20
R1834255,ニヘ,コウム,47,沖縄県,1975/5/9,46,2,15000,2021/3/21
Q1834326,チホヨ,サタケ,17,石川県,1960/10/7,61,1,103880,2021/8/1
X1834467,シイ,ヒヲフ,6,山形県,1985/3/4,36,1,33406,2021/10/28
X1834597,カヤネン,エヲオヌ,9,栃木県,1927/8/23,94,2,36500,2021/10/26
K1834645,ハソオヒ,ネフサ,37,香川県,1927/5/12,94,2,20318,2020/3/21
Y1834749,ヤカチキ,ユヤヨニ,12,千葉県,1979/6/10,42,2,13200,2020/3/2
R1834810,ソモ,タス,35,山口県,1963/7/27,58,2,9766,2020/11/8
L1834967,サトモク,タカツミ,36,徳島県,1996/7/1,25,1,39245,2021/10/27
E1835054,ニモシネ,ネチエヘ,17,石川県,1967/10/24,54,2,70900,2021/10/22
K1835137,モノヤナ,イワニ,29,奈良県,1954/2/15,67,2,58400,2021/3/21
F1835252,トイメ,アユイワ,6,山形県,2006/1/1,15,1,10185,2021/7/10
U1835318,ノキ,ヌニ,18,福井県,1978/2/1,43,1,52000,2021/6/11
Y1835486,ンモ,ウオ,47,沖縄県,1982/9/11,39,1,16900,2020/7/27
H1835562,ツモ,ウヌ,42,長崎県,1987/8/24,34,2,56874,2020/9/13
C1835615,ヲカマン,ヲヌテマ,35,山口県,1947/6/9,74,1,35400,2021/5/23
K1835713,ケケ,シチニタ,26,京都府,1998/4/9,23,1,22600,2020/12/2
F1835842,スヨスア,アツ,43,熊本県,1946/2/14,75,2,10000,2020/12/26
M1835916,アクケハ,キソエ,32,島根県,1957/1/7,64,2,46900,2019/12/21
N1836070,ワモ,コタヤ,21,岐阜県,1966/10/14,55,2,101666,2021/7/17
B1836129,ニニサカ,ツネ,34,広島県,1950/9/22,71,1,31800,2021/6/30
Z1836253,キムマコ,カク,2,青森県,1997/9/19,24,2,53500,2021/8/6
J1836395,スメ,トミ,13,東京都,1970/9/1,51,1,2700,2019/5/29
S1836421,ソシキ,カヤンナ,41,佐賀県,1942/4/22,79,2,53014,2021/6/12
G1836595,ナヤトタ,トエユ,17,石川県,2003/12/29,17,1,62300,2020/6/8
C1836651,ワナス,タネヘト,24,三重県,1928/9/19,93,2,63900,2020/10/20
I1836720,チム,シミム,15,新潟県,1986/7/17,35,2,16600,2020/3/31
R1836817,コケニケ,ユカ,9,栃木県,1939/9/25,82,2,63300,2021/7/28
T1836968,ヒヒサ,ツツ,24,三重県,1943/12/26,77,1,103300,2021/10/7
T1837048,ヒム,アヨチマ,44,大分県,1965/4/23,56,1,36300,2021/10/21
N1837146,コヌテ,ワヲニ,8,茨城県,1984/12/24,36,2,657,2020/8/25
O1837218,チヒヨヲ,コタミコ,17,石川県,1978/11/29,42,2,13645,2021/7/27
W1837367,ホメヌメ,ナン,40,福岡県,1949/5/8,72,1,22700,2021/1/5
H1837485,ユユ,ヨホト,47,沖縄県,1989/6/13,32,2,21706,2021/3/21
R1837572,ハムヤス,モムシナ,27,大阪府,1999/3/18,22,1,51500,2021/1/23
N1837617,アトキ,トクヌメ,2,青森県,2006/8/22,15,1,41100,2021/1/31
I1837787,ンクアヒ,ミシサネ,46,鹿児島県,1995/7/8,26,2,57108,2020/11/28
C1837824,ヲカ,コマ,16,富山県,1958/8/27,63,2,41896,2021/6/27
P1837961,タマ,トス,20,長野県,1981/11/15,39,1,2500,2021/7/20
G1838014,ウユス,ソム,33,岡山県,1932/8/28,89,1,30200,2019/9/1
W1838171,ユカ,ヌネ,17,石川県,1979/4/28,42,2,51300,2021/5/31
F1838277,ワマノ,ナユヲ,44,大分県,2003/3/26,18,1,12529,2021/5/25
Q1838347,メヲセメ,コトムハ,39,高知県,2005/9/25,16,1,27500,2021/10/15
O1838472,ヘト,ヨモハネ,30,和歌山県,1977/11/6,43,2,70000,2021/8/22
W1838518,フホ,イメウフ,44,大分県,1952/11/12,68,1,10500,2021/9/17
K1838697,ケネツ,ンタツフ,46,鹿児島県,1974/11/10,46,2,22900,2021/9/1
P1838786,アユソミ,スヘノ,43,熊本県,1933/4/21,88,2,14200,2021/6/7
P1838836,ナクツウ,メテ,46,鹿児島県,1980/10/21,41,2,2952,2021/10/28
P1838991,キクカ,トニ,9,栃木県,1996/12/7,24,2,24100,2021/8/10
V1839099,テムモモ,ヒク,29,奈良県,1975/10/1,46,1,55800,2021/2/19
O1839167,ヘツノヘ,ソヌハ,1,北海道,1993/11/15,27,1,29916,2020/9/10
L1839284,オソヘナ,エスコト,20,長野県,2003/3/30,18,2,37993,2021/6/30
Z1839341,ソノ,ヲヲトヒ,8,茨城県,1965/7/21,56,1,10649,2020/12/12
R1839446,ヌモ,チホヘ,34,広島県,1929/7/27,92,2,20400,2020/3/22
T1839587,ワナ,モコト,1,北海道,1974/7/23,47,1,18500,2020/4/3
R1839663,アミヌ,スニシア,21,岐阜県,1984/12/30,36,2,30500,2021/10/28
Q1839774,ムヤソ,カニ,5,秋田県,1933/12/23,87,2,22300,2020/5/9
U1839861,ケワツト,クタヤチ,37,香川県,1967/3/11,54,2,26500,2020/12/30
S1839960,サヘ,ソツ,43,熊本県,1943/7/25,78,2,70910,2021/6/5
H1840048,チヒ,テワヨハ,22,静岡県,1997/4/25,24,1,26300,2021/9/4
Y1840190,ユチワク,ムヘ,5,秋田県,1947/11/19,73,1,14400,2019/2/21
F1840222,チト,ヲヌ,28,兵庫県,1924/2/23,97,2,61900,2021/7/8
L1840390,キメユ,ツオ,41,佐賀県,1975/4/23,46,2,32624,2021/9/29
E1840414,ヘニモオ,ナワ,34,広島県,1966/2/18,55,1,53000,2020/7/3
S1840577,ナアニヲ,スフナ,43,熊本県,1941/7/12,80,1,40579,2021/10/12
R1840647,ソコ,ヤヨ,25,滋賀県,1928/6/23,93,2,31100,2021/9/21
P1840796,メカ,テコ,24,三重県,1985/11/18,35,2,25300,2019/9/19
K1840832,フフソ,ミイ,2,青森県,1958/2/22,63,2,10556,2019/12/4
N1840977,チケ,アシコ,36,徳島県,1922/5/5,99,2,8585,2021/1/2
L1841046,チマ,クムヨセ,10,群馬県,2002/4/13,19,2,45185,2021/8/21
M1841179,ムシトン,コセナ,21,岐阜県,1982/11/24,38,1,56000,2020/11/27
R1841295,ノンツ,ヌオヒカ,37,香川県,1955/10/22,66,1,31300,2019/8/29
B1841361,ヨコメカ,キア,36,徳島県,1935/9/19,86,1,68500,2021/1/19
I1841465,オヘキホ,ミネモ,18,福井県,1974/2/13,47,1,13956,2020/2/5
K1841547,ユナメ,テンミ,3,岩手県,1964/10/20,57,2,13931,2020/5/12
N1841621,ヘナ,ムエチノ,22,静岡県,1973/4/29,48,1,36400,2021/5/9
U1841779,エコオシ,メネア,1,北海道,1947/4/28,74,1,67000,2021/5/26
W1841827,ソエス,メツウ,4,宮城県,1957/1/25,64,1,11974,2020/2/1
R1841928,ネイトト,ヘニンン,17,石川県,1952/7/26,69,2,60400,2020/11/19
